idx,words,lid,pos
510,"['RT' '@Babu_Bhaiyaa' ':' 'Those' 'AAP/Cong' 'leaders' 'who' 'went' 'to'
 'JNU' '&' 'supported' 'Bharat' 'Tere' 'Tukade' 'Honge' 'brigade' ','
 'now' 'abusing' 'PM' ',' 'asking' 'him' 'to' 'ACT' '.' 'Hyp']","['rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en'
 'rest' 'hi' 'hi' 'hi' 'en' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en'
 'en' 'rest' 'en']","['X' 'X' 'X' 'DET' 'PROPN' 'NOUN' 'PRON_WH' 'VERB' 'PART' 'PROPN' 'CONJ'
 'VERB' 'PROPN' 'PRON' 'VERB' 'VERB' 'NOUN' 'X' 'ADV' 'VERB' 'PROPN' 'X'
 'VERB' 'PRON' 'PART' 'VERB' 'X' 'X']"
511,"['RT' '@JoySrkian' ':' 'Sab' 'Neta' 'sirf' 'Afsos' 'jatate' 'h' 'q' 'ki'
 'jo' 'Soldier' 'Shahid' 'hote' 'hai' 'wo' 'na' 'kisi' 'Neta' 'ya'
 'Businessman' 'ka' 'beta' 'nhi' 'ek' 'Kisan' 'ka' 'beta' 'hot']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi']","['X' 'X' 'X' 'DET' 'NOUN' 'ADV' 'NOUN' 'VERB' 'VERB' 'PRON_WH' 'ADP'
 'PRON' 'NOUN' 'VERB' 'VERB' 'VERB' 'PRON' 'PART_NEG' 'ADJ' 'NOUN' 'CONJ'
 'NOUN' 'ADP' 'NOUN' 'PART_NEG' 'NUM' 'NOUN' 'ADP' 'NOUN' 'VERB']"
512,"['RT' '@waglenikhil' ':' 'The' 'way' 'Arnab' 'Goswami' 'questions' 'Rahul'
 'Singh' 'or' 'Kumar' 'Ketkar' ',' 'will' 'he' 'show' 'same' 'enthusiasm'
 'to' 'question' 'Modi' 'on' '#UriAttack' '?']","['rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'rest' 'rest' 'en'
 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en'
 'rest' 'rest']","['X' 'X' 'X' 'DET' 'NOUN' 'PROPN' 'PROPN' 'VERB' 'PROPN' 'PROPN' 'CONJ'
 'PROPN' 'PROPN' 'X' 'VERB' 'PRON' 'VERB' 'ADJ' 'NOUN' 'PART' 'NOUN'
 'PROPN' 'ADP' 'X' 'X']"
513,"['Ham' 'Kadi' 'Ninda' 'kab' 'tak' 'karenge' '?' '#UriAttack' 'DGMO' 'said'
 'Pak' 'marking' 'was' 'found' '..' 'Arey' '@rajnathsingh' 'ji' 'already'
 'said' 'it' '..' 'US' 'ya' 'Isreal' 'hota' 'tanks' 'ab' 'tak' 'Lahore'
 'pahunchi' 'hoti' '#UriAttack']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'en' 'rest' 'en' 'en'
 'en' 'rest' 'hi' 'rest' 'hi' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'rest'
 'hi' 'en' 'hi' 'hi' 'rest' 'hi' 'hi' 'rest']","['PRON' 'ADJ' 'NOUN' 'PRON_WH' 'ADP' 'VERB' 'X' 'X' 'PROPN' 'VERB' 'PROPN'
 'NOUN' 'VERB' 'VERB' 'X' 'PART' 'X' 'PART' 'ADV' 'VERB' 'PRON' 'X'
 'PROPN' 'CONJ' 'PROPN' 'VERB' 'NOUN' 'ADV' 'ADV' 'PROPN' 'VERB' 'VERB'
 'X']"
514,"['RT' '@ANI_news' ':' 'Aatankwadi' 'kaan' 'kholke' 'sun' 'le' ',' 'yeh'
 'desh' 'is' 'baat' 'ko' 'kabhi' 'bhoolne' 'wala' 'nahi' 'hai' 'PM' 'Modi'
 'in' 'Calicut' '(' 'Kerala' ')' 'on' '#UriAttack' 'http']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'en' 'rest' 'rest' 'rest'
 'rest' 'en' 'rest' 'rest']","['X' 'X' 'X' 'NOUN' 'NOUN' 'VERB' 'VERB' 'VERB' 'X' 'DET' 'NOUN' 'PRON'
 'NOUN' 'ADP' 'ADV' 'VERB' 'PART' 'PART_NEG' 'VERB' 'PROPN' 'PROPN' 'ADP'
 'PROPN' 'X' 'PROPN' 'X' 'ADP' 'X' 'X']"
515,"['.' '@RealHistoryPic' 'Isme' 'bhi' 'AAPIYO' 'ko' 'DEAL' 'dikh' 'gayee'
 '?' 'Obsessed' 'with' 'DEALS' '?' ""It's"" 'called' 'Agreement' ',' 'FOOL'
 '.' '#UriAttack']","['rest' 'rest' 'hi' 'hi' 'rest' 'hi' 'en' 'hi' 'hi' 'rest' 'en' 'en' 'en'
 'rest' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest']","['X' 'X' 'PRON' 'PART' 'PROPN' 'ADP' 'NOUN' 'VERB' 'VERB' 'X' 'VERB' 'ADP'
 'NOUN' 'X' 'VERB' 'VERB' 'NOUN' 'X' 'ADJ' 'X' 'X']"
516,"['RT' '@ggiittiikkaa' ':' '#UriAttack' 'is' 'in' 'retalition' 'of'
 'pressure' 'by' 'Modi-Doval' 'on' 'Pakistan' 'and' 'vocal' 'support'
 'for' 'Balochistan' '.' 'Ek' 'dhakka' 'aur' 'do' '.' 'Pa' '#Emmy' 'Award'
 'tou' 'India' 'ko' 'dena' 'chahiye' 'best' 'drama' 'k' 'liye'
 '#UriAttack']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en'
 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'rest' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest']","['X' 'X' 'X' 'X' 'VERB' 'ADP' 'NOUN' 'ADP' 'NOUN' 'ADP' 'PROPN' 'ADP'
 'PROPN' 'CONJ' 'ADJ' 'NOUN' 'ADP' 'PROPN' 'X' 'NUM' 'NOUN' 'CONJ' 'VERB'
 'X' 'PART' 'X' 'NOUN' 'PART' 'PROPN' 'ADP' 'VERB' 'VERB' 'ADJ' 'NOUN'
 'ADP' 'ADP' 'X']"
517,"['RT' '@UnSubtleDesi' ':' 'Forget' 'about' 'goli' 'ka' 'jawab' 'goli' '.'
 'Time' 'to' 'switch' 'to' '10' 'bullets' 'for' 'every' 'drop' 'of'
 'blood' 'shed' '.' '#UriAttack']","['rest' 'rest' 'rest' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en'
 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'VERB' 'ADP' 'NOUN' 'ADP' 'NOUN' 'NOUN' 'X' 'NOUN' 'PART'
 'VERB' 'ADP' 'NUM' 'NOUN' 'ADP' 'DET' 'NOUN' 'ADP' 'NOUN' 'VERB' 'X' 'X']"
518,"['RT' '@seemasirohi' ':' 'OIC' 'members' 'join' 'chorus' 'against'
 '#UriAttack' '.' 'Saudi' 'Arabia' 'has' 'a' 'strong' 'statement'
 'https://t.co/CC9ilJi3L8' 'via' '@IndianExpress' 'When' 'will' 'we' 'say'
 ',' 'enuf' 'is' 'enuf' '.' 'Karo' 'ya' 'maro' '#UriAttack']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest'
 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest'
 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'rest']","['X' 'X' 'X' 'PROPN' 'NOUN' 'VERB' 'NOUN' 'ADP' 'X' 'X' 'PROPN' 'PROPN'
 'VERB' 'DET' 'ADJ' 'NOUN' 'X' 'ADP' 'X' 'PRON_WH' 'VERB' 'PRON' 'VERB'
 'X' 'ADJ' 'VERB' 'ADJ' 'X' 'VERB' 'CONJ' 'VERB' 'X']"
519,"['RT' '@Aalok_Pradhan' ':' '1' 'Sar' 'ke' 'badle' '10' 'Sar' '..' 'Matlab'
 '170' 'Terrorist' 'ke' 'sar' '@narendramodi' 'ji' '&' '@rajnathsingh'
 'ji' 'we' 'want' 'revenge' 'at' 'any' 'cost' '.']","['rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi' 'rest'
 'en' 'hi' 'hi' 'rest' 'hi' 'rest' 'rest' 'hi' 'en' 'en' 'en' 'en' 'en'
 'en' 'rest']","['X' 'X' 'X' 'NUM' 'NOUN' 'ADP' 'ADP' 'NUM' 'NOUN' 'X' 'NOUN' 'NUM' 'NOUN'
 'ADP' 'NOUN' 'X' 'PART' 'CONJ' 'X' 'PART' 'PRON' 'VERB' 'NOUN' 'ADP'
 'DET' 'NOUN' 'X']"
520,"['RT' '@FekuLeaks' ':' 'Mitron' ',' 'ab' 'to' 'param' 'bhakt'
 '@AnupamPkher' 'bhi' 'meri' 'kheenchayi' 'karne' 'lage' 'hain' ',' 'is'
 '#UriAttack' 'ne' 'mere' 'gubbare' 'ki' 'poori' 'hawa' 'nika']","['rest' 'rest' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi']","['X' 'X' 'X' 'NOUN' 'X' 'ADV' 'PART' 'ADJ' 'NOUN' 'X' 'PART' 'PRON' 'NOUN'
 'VERB' 'VERB' 'VERB' 'X' 'VERB' 'X' 'ADP' 'PRON' 'NOUN' 'ADP' 'ADJ'
 'NOUN' 'VERB']"
521,"['RT' '@MichaelKugelman' ':' '17' 'Indian' 'troops' 'killed' 'in' 'JK' '.'
 'India' 'blames' 'Pak' '.' 'Some' 'Indian' 'journos' 'call' 'for' 'war'
 '.' 'The' 'days' 'of' 'Aman' 'ki' 'Asha' 'are' 'offici']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en'
 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest'
 'rest' 'rest' 'en' 'en']","['X' 'X' 'X' 'NUM' 'ADJ' 'NOUN' 'VERB' 'ADP' 'PROPN' 'X' 'PROPN' 'VERB'
 'PROPN' 'X' 'DET' 'ADJ' 'NOUN' 'VERB' 'ADP' 'NOUN' 'X' 'DET' 'NOUN' 'ADP'
 'NOUN' 'ADP' 'NOUN' 'VERB' 'ADJ']"
522,"['RT' '@Nitin_Rivaldo' ':' 'Sirf' 'disappoint' 'hone' 'ke' 'liye' 'HM'
 'appoint' 'nahin' 'kiya' 'gaya' 'hai' '!']","['rest' 'rest' 'rest' 'hi' 'en' 'hi' 'hi' 'hi' 'rest' 'en' 'hi' 'hi' 'hi'
 'hi' 'rest']","['X' 'X' 'X' 'ADV' 'VERB' 'VERB' 'ADP' 'ADP' 'PROPN' 'VERB' 'PART_NEG'
 'VERB' 'VERB' 'VERB' 'X']"
523,"['Twter' 'pr' 'afsoos' 'to' 'Pathankot' 'k' 'bad' 'bhi' 'b' 'Only' 'my'
 'SANSKAR' 'stops' 'me' 'or' 'i' 'want' 'to' 'call' 'PM' 'HM' 'DM' 'As'
 'MADARC' '--' 'BAHANC' '--' 'BETIC' '---' '.' 'Iam' 'so' 'anguished'
 'and' 'frustrated' 'with' '#UriAttack' '&' '56' 'CHATI']","['rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'hi' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'rest' 'rest'
 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest'
 'rest' 'rest' 'rest']","['PROPN' 'ADP' 'NOUN' 'PART' 'PROPN' 'ADP' 'ADP' 'PART' 'X' 'ADJ' 'PRON'
 'NOUN' 'VERB' 'PRON' 'CONJ' 'PRON' 'VERB' 'PART' 'VERB' 'PROPN' 'PROPN'
 'PROPN' 'ADP' 'NOUN' 'X' 'NOUN' 'X' 'NOUN' 'X' 'X' 'VERB' 'ADV' 'VERB'
 'CONJ' 'VERB' 'ADP' 'X' 'CONJ' 'NUM' 'NOUN']"
524,"['RT' '@varshasinghmcx' ':' 'Modi' 'jee' 'Do' 'something' ',' ""I'm""
 'losing' 'Hope' 'on' 'you' '...']","['rest' 'rest' 'rest' 'rest' 'hi' 'en' 'en' 'rest' 'en' 'en' 'en' 'en'
 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'PART' 'VERB' 'NOUN' 'X' 'VERB' 'VERB' 'NOUN' 'ADP'
 'PRON' 'X']"
525,"['Kabhi' 'thoda' 'unusual' 'post' 'bhi' 'karlia' 'karo' 'dosto' '..' 'ji'
 'mera' 'matlab' 'hai' '.....' 'desh' 'ke' 'lie']","['hi' 'hi' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest'
 'hi' 'hi' 'hi']","['ADV' 'DET' 'ADJ' 'NOUN' 'PART' 'VERB' 'VERB' 'NOUN' 'X' 'PART' 'PRON'
 'NOUN' 'VERB' 'X' 'NOUN' 'ADP' 'ADP']"
526,"['RT' '@iAnkurSingh' ':' 'If' 'Aman' 'ki' 'Asha' 'Gang' 'in' 'Pakistan'
 ""didn't"" 'criticise' 'their' 'govt' 'for' '#UriAttack' 'they' 'r'
 'biggest' 'hypocrite' ',' 'they' 'dont' 'want' 'Aman' ',' 'Nuke' 'Pak'
 '->' 'Cut' 'off' 'water' '->' 'Ban' 'Paki' 'actors']","['rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en'
 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'hi'
 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest']","['X' 'X' 'X' 'CONJ' 'NOUN' 'ADP' 'NOUN' 'NOUN' 'ADP' 'PROPN' 'VERB' 'VERB'
 'PRON' 'NOUN' 'ADP' 'X' 'PRON' 'VERB' 'ADJ' 'NOUN' 'X' 'PRON' 'VERB'
 'VERB' 'NOUN' 'X' 'ADJ' 'PROPN' 'X' 'VERB' 'PART' 'NOUN' 'X' 'VERB' 'ADJ'
 'NOUN']"
527,"['RT' '@Atheist_Krishna' ':' 'Arnab' 'ne' 'sirf' '2' 'prime' 'time'
 'shows' 'kiye' '#UriAttack' 'pe' 'aur' 'Pakistan' 'ki' 'itni' 'fatt'
 'gayi' 'ki' 'F-16' 'uda' 'rahe' 'hain']","['rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'hi' 'rest'
 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi']","['X' 'X' 'X' 'PROPN' 'ADP' 'ADJ' 'NUM' 'ADJ' 'NOUN' 'NOUN' 'VERB' 'X'
 'ADP' 'CONJ' 'PROPN' 'ADP' 'DET' 'VERB' 'VERB' 'PRON' 'PROPN' 'VERB'
 'VERB' 'VERB']"
528,"['@iramizraja' 'sir' 'commentary' 'aachi' 'karti' 'ho' ',' 'but' 'ek'
 'tweet' 'nahi' 'kar' 'sakte' 'sahi' 'ke' 'liye' '.' '#UriAttack' '.' 'U'
 'mst' 'b' 'vry' 'proud' 'ur' 'cntry' ""it's"" 'wrng' 'doing']","['rest' 'en' 'en' 'hi' 'hi' 'hi' 'rest' 'en' 'hi' 'en' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en']","['X' 'NOUN' 'NOUN' 'ADJ' 'VERB' 'VERB' 'X' 'CONJ' 'NUM' 'NOUN' 'PART_NEG'
 'VERB' 'VERB' 'ADJ' 'ADP' 'ADP' 'X' 'X' 'X' 'PRON' 'VERB' 'VERB' 'ADJ'
 'ADJ' 'PRON' 'NOUN' 'VERB' 'ADJ' 'NOUN']"
529,"['Those' 'who' 'are' 'saying' 'hum' '#UriAttack' 'ka' 'badala' 'legen' '.'
 'Ask' 'them' 'go' 'back' 'badala' 'ke' 'kar' 'aaoo' 'phir' 'baat' 'kerna'
 'him' 'se' 'otherwise' 'nahi' '!']","['en' 'en' 'en' 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'rest']","['DET' 'PRON_WH' 'VERB' 'VERB' 'PRON' 'X' 'ADP' 'VERB' 'VERB' 'X' 'VERB'
 'PRON' 'VERB' 'VERB' 'NOUN' 'VERB' 'VERB' 'VERB' 'ADV' 'NOUN' 'VERB'
 'PRON' 'ADP' 'CONJ' 'PART_NEG' 'X']"
530,"['RT' '@junaidashaikh' ':' 'Clearly' 'there' 'is' 'war' 'in' 'J&K' 'b/w'
 'Indian' 'SFs' 'n' 'Kashmiris' '&' 'in' 'war' 'killing' 'of' 'armed'
 'opponent' ""can't"" 'b' 'termed' 'as' 'Ts' 'activity' '.']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'rest'
 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'en' 'rest']","['X' 'X' 'X' 'ADV' 'DET' 'VERB' 'NOUN' 'ADP' 'PROPN' 'ADP' 'ADJ' 'PROPN'
 'CONJ' 'NOUN' 'CONJ' 'ADP' 'NOUN' 'VERB' 'ADP' 'ADJ' 'NOUN' 'VERB' 'VERB'
 'VERB' 'ADP' 'X' 'NOUN' 'X']"
531,"['RT' '@rssurjewala' ':' 'Def' 'Min' 'Parrikar' 'is' 'busy' 'threatening'
 'fellow' 'Indians' 'like' 'Aamir' 'Khan' 'to' 'being' 'a' 'Swayamsevak'
 '.' 'Then' '#UriAttack' 'happens' '.']","['rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'rest' 'en' 'en' 'en' 'hi' 'rest' 'en' 'rest' 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'PROPN' 'PROPN' 'VERB' 'ADJ' 'VERB' 'ADJ' 'NOUN'
 'ADP' 'PROPN' 'PROPN' 'PART' 'VERB' 'DET' 'NOUN' 'X' 'ADV' 'X' 'VERB' 'X']"
532,"['#NewsAlert' ':' 'It' 'is' 'a' 'matter' 'of' 'great' 'sadness' ',' 'we'
 'condemn' 'this' 'strongly' ':' 'Shaida' 'Mohd' 'Abdali' ',' 'Afghan'
 'Ambassador' 'to' 'India' '#UriAttack']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'
 'en' 'rest' 'hi' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest']","['X' 'X' 'DET' 'VERB' 'DET' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'X' 'PRON' 'VERB'
 'PRON' 'ADV' 'X' 'PROPN' 'PROPN' 'PROPN' 'X' 'PROPN' 'PROPN' 'ADP'
 'PROPN' 'X']"
533,"['#UriAttack' 'Modi' 'Ji' 'ne' 'emergency' 'me' 'eente' 'mangwayi' 'hai'
 '..' 'jisse' 'Pakistan' 'ka' 'jawab' 'diya' 'jayega'
 'https://t.co/2IBBlsRLTm']","['rest' 'rest' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi'
 'hi' 'hi' 'hi' 'rest']","['X' 'PROPN' 'PART' 'ADP' 'NOUN' 'ADP' 'NOUN' 'VERB' 'VERB' 'X' 'PRON'
 'PROPN' 'ADP' 'NOUN' 'VERB' 'VERB' 'X']"
534,"['Haha' 'Ghatiya' 'Country' 'hai' 'hamari' '!' 'Ya' 'hum' 'nahi' 'bol'
 'raha' 'dekha' 'to' 'sahi' 'video' '#UriAttack' 'darma' 'baazz' 'log'
 'https://t.co/YCZWfbXUrC']","['rest' 'hi' 'en' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'en' 'rest' 'en' 'hi' 'hi' 'rest']","['PART' 'ADJ' 'NOUN' 'VERB' 'PRON' 'X' 'CONJ' 'PRON' 'PART_NEG' 'VERB'
 'VERB' 'VERB' 'PART' 'ADJ' 'NOUN' 'X' 'ADJ' 'ADJ' 'NOUN' 'X']"
535,"['RT' '@thebobbydeoll' ':' 'Uri' 'me' 'shahid' 'huve' 'sabhi' 'bhartiya'
 'soldiers' 'ko' 'bhavpurna' 'shraadanjali' 'SC' 'see' 'what' 'your'
 'judgement' 'has' 'done' '.' 'The' 'Commies' 'are' 'using' 'your'
 'judgement' 'as' 'an' 'alibi' 'to' 'talk' 'to' 'Hurriyat' '.' 'Shame'
 'shame' 'shame' '.']","['rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi'
 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'ADP' 'VERB' 'VERB' 'DET' 'ADJ' 'NOUN' 'ADP' 'ADJ'
 'NOUN' 'PROPN' 'VERB' 'PRON_WH' 'PRON' 'NOUN' 'VERB' 'VERB' 'X' 'DET'
 'NOUN' 'VERB' 'VERB' 'PRON' 'NOUN' 'ADP' 'DET' 'NOUN' 'PART' 'VERB' 'ADP'
 'PROPN' 'X' 'NOUN' 'NOUN' 'NOUN' 'X']"
536,"['RT' '@India_Policy' ':' 'And' 'brilliant' 'Gupta' 'ji' 'found' 'a'
 'connection' 'between' 'the' '#UriAttack' 'and' 'Cow' '.' 'Ab' 'inko'
 'prize' 'milega' '!' 'https://t.co/HSqCyKlR1p']","['rest' 'rest' 'rest' 'en' 'en' 'rest' 'hi' 'en' 'en' 'en' 'en' 'en'
 'rest' 'en' 'en' 'rest' 'hi' 'hi' 'en' 'hi' 'rest' 'rest']","['X' 'X' 'X' 'CONJ' 'ADJ' 'PROPN' 'PART' 'VERB' 'DET' 'NOUN' 'ADP' 'DET'
 'X' 'CONJ' 'NOUN' 'X' 'ADV' 'PRON' 'NOUN' 'VERB' 'X' 'X']"
537,"['Havildar' 'NS' 'Rawat' ',' 'r/o' 'Vill' 'Rajawa' ',' 'Dist' 'Rajasmand'
 ',' 'Raj' ',' '(' 'h' ')' 'Sepoy' 'Ganesh' 'Shankar' ',' 'r/o' 'Vill'
 'Ghoorapalli' ',' 'Dist' 'Sant' 'Kabir' 'Nagar' ',' 'UP' '#UriAttack']","['hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest'
 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'rest' 'rest' 'rest'
 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'rest' 'rest' 'rest' 'rest'
 'rest']","['NOUN' 'PROPN' 'PROPN' 'X' 'NOUN' 'NOUN' 'PROPN' 'X' 'NOUN' 'PROPN' 'X'
 'PROPN' 'X' 'X' 'X' 'X' 'NOUN' 'PROPN' 'PROPN' 'X' 'NOUN' 'NOUN' 'PROPN'
 'X' 'NOUN' 'PROPN' 'PROPN' 'PROPN' 'X' 'PROPN' 'X']"
538,"['RT' '@Troll_Modi' ':' 'I' 'have' 'a' 'special' 'connection' 'with'
 '#UriAttack' '.' 'Jabse' 'attack' 'hua' 'hai' 'meri' 'neend' 'Uri' 'hai'
 '.']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi'
 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['X' 'X' 'X' 'PRON' 'VERB' 'DET' 'ADJ' 'NOUN' 'ADP' 'X' 'X' 'ADV' 'VERB'
 'VERB' 'VERB' 'PRON' 'NOUN' 'VERB' 'VERB' 'X']"
539,['@Cutekevincool' 'ghus' 'kay' 'maro' 'gay' '..' '#UriAttack' 'u' 'beauty'],['rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'en' 'en'],['X' 'VERB' 'ADP' 'VERB' 'VERB' 'X' 'X' 'PRON' 'NOUN']
540,"['Whatever' 'happened' 'to' '56' 'inch' 'ka' 'seena' 'Mr' 'Modi' '?'
 '#UriAttack']",['en' 'en' 'en' 'rest' 'en' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest'],['ADV' 'VERB' 'ADP' 'NUM' 'NOUN' 'ADP' 'NOUN' 'NOUN' 'PROPN' 'X' 'X']
541,"['RT' '@indiatvnews' ':' 'US' 'strongly' 'condemns' '#UriAttack' '.' 'Our'
 'thoughts' 'are' 'with' 'families' 'of' 'soldiers' 'who' 'lost' 'their'
 'lives' ':' 'US' 'ambassador' 'to' 'India']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'ADV' 'VERB' 'X' 'X' 'PRON' 'NOUN' 'VERB' 'ADP'
 'NOUN' 'ADP' 'NOUN' 'PRON_WH' 'VERB' 'PRON' 'NOUN' 'X' 'PROPN' 'PROPN'
 'ADP' 'PROPN']"
542,"['RT' '@chawlaashwani' ':' '#UriAttack' '@narendramodi' 'Ji' 'ab' '56'
 'ka' 'dikhne' 'ka' 'time' 'hai' 'agar' 'ab' 'bhi' 'nhi' 'dikha' 'sakte'
 'to' 'ek' 'love' 'latter' ',' 'app' 'bhi' 'likh' 'den']","['rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'en'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'rest' 'hi' 'hi'
 'hi' 'hi']","['X' 'X' 'X' 'X' 'X' 'PART' 'ADV' 'NUM' 'ADP' 'VERB' 'ADP' 'NOUN' 'VERB'
 'CONJ' 'ADV' 'PART' 'PART_NEG' 'VERB' 'VERB' 'CONJ' 'NUM' 'NOUN' 'NOUN'
 'X' 'PRON' 'PART' 'VERB' 'VERB']"
