idx,words,lid,ner
783,"['RT' '@Madan_Chikna' ':' '1-' 'Anna' 'ek' 'sada' 'dosa' '2-' 'Anna' '2'
 'plate' 'idli' 'parcel' '3-' 'Anna' 'ek' 'onion' 'uptappa' '..' 'JAIN'
 '.' '4-' 'Anna' '5' 'plate' 'mendu' 'vada' 'http://']","['en' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'en'
 'en' 'en' 'rest' 'rest' 'hi' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest'
 'rest' 'en' 'rest' 'hi' 'rest']","['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O'
 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']"
784,"['Bjp' 'first' 'year' ':' 'achche' 'din' 'claim' 'fails' 'Bjp' '2nd'
 'year' ':' 'clean' 'government' 'claim' 'fails' 'Stay' 'tuned' ','
 'Lalit' 'Modi']","['rest' 'en' 'en' 'rest' 'hi' 'hi' 'en' 'en' 'rest' 'rest' 'en' 'rest'
 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON']"
785,"['@mohituraina' 'mahashivratri' 'ki' 'dheeron' 'subhkamnayein' 'sir' ':)'
 'stay' 'blessed' 'n' 'happiest' ':)']",['rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
786,"['#mattcutts' 'Telford' 'Hornets' 'sting' 'Market' 'Drayton' '-'
 'https://t.co/f0qSRBKKyF' ':' 'shropshirestar' '.' 'comTelford' 'Hornets'
 'sti' '...' 'https://t.co/qnP75AVAsS']","['en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'en' 'rest' 'en' 'en'
 'en' 'rest' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
787,"['Bhai' ',' 'tumlog' 'Jet' 'Airways' 'mein' 'baithte' 'hi' 'kyon' 'ho' '?'
 'We' 'will' 'bring' '#KingfisherAirlines' '@TheVijayMallya' '#MannKiBaat']","['hi' 'rest' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en'
 'en' 'en' 'rest']","['O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
788,"['@HafizSaeedJUD01' 'Miya' 'thodi' 'bakar' 'Baloch' ',' 'Muhajirs' ','
 'terrorism' 'ke' 'baare' 'me' 'bhi' 'ho' 'jaye' '...' 'BHAGORE']","['hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'en' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'rest']","['O' 'O' 'O' 'O' 'B-PLACE' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
789,"['RT' '@DelhiPolice' ':' '#DelhiPolice' 'Roit' 'Control' 'Vehicle' '-'
 'Vajra' 'at' 'the' '#RaisingDay' 'parade' '.' 'https://t.co/VuEEi2wp7C']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'hi'
 'rest' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O']
790,"['RT' '@SirJadeja' ':' 'That' ';s' 'Not' 'Rain' ',' ""That's"" 'Virat'
 'Kohli' 'Crying' 'When' 'Anushka' 'Said' 'To' 'Him' 'That' '""' 'Sarfaraz'
 'Ne' 'Dokha' 'Nahi' 'Diya' '""' ';)' 'https://t.co/8yTIf']","['en' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'en' 'rest' 'rest' 'en'
 'en' 'hi' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O'
 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
791,"['PIB_India' ':' 'RT' '@MIB_India' ':' 'Tweet' 'your' 'questions' 'on'
 '#RailBudget2015' 'with' 'hashtag' '#AskMR' '&' 'get' 'answers' 'from'
 'RailMinIndia' 'Min' '.' 'Shri' 'sureshpprabh']","['rest' 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'hi'
 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en' 'rest' 'hi' 'hi']","['B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'B-PERSON']"
792,"['@Samanthaprabhu2' 'my' 'challakutty' ""eye's"" 'https://t.co/zATItEU5gN']",['rest' 'en' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'O']
793,"['Listen' 'to' ""'"" 'Shivratri' 'Vrat' 'Katha' ""'"" 'from' ""'""
 'Mahashivratri' 'Vrat' 'katha' 'Aevam' 'Vidhi' ""'"" '@hungama_com'
 '#NowPlaying' 'via' '#hungama' 'http://t.co/Wfa4kAvQyt']","['en' 'hi' 'rest' 'rest' 'rest' 'hi' 'rest' 'en' 'rest' 'rest' 'rest' 'hi'
 'hi' 'hi' 'rest' 'rest' 'en' 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
794,"['Shivji' 'Ki' 'Savari' '#vadodara' '#MahaShivratri' '#Shivratri' 'P.C'
 ':' 'Jaimin' 'Soni' 'http://t.co/JyG8mlJEcL']",['hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en'],['B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O']
795,['@2806anu' 'lol' '..' 'ok' '...' 'feeelings' 'catch' 'karo' 'anu' ':p'],['rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'hi' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
796,"['@Gurmeetramrahim' '@derasachasauda' 'hm' 'abhi' 'sewa' 'krke' 'aay' 'h'
 'new' 'jiv' 'aashirvad' 'do' 'jyada' 'se' 'jyada' 'aa' 'jay' 'or' 'ble'
 'ble' '#MSGmission' 'kal' 'ko' 'juti' 'thle']","['en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
797,['#IndvsPak' 'damad' 'ji' 'chauka' 'mar' 'dia' '...' 'not' 'fair' '!!'],['rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
798,"['Indraya' 'Raasipalan' '(' '06/05/2015' ')' 'By' 'Astrologer' 'Sivalpuri'
 'Singaram' '-' 'Thanthi' 'TV' '-' 'TamilTwin' 'http://t.co/lSj895Zn3N']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'en'
 'rest' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'B-ORGANISATION'
 'I-ORGANISATION' 'O' 'O' 'O']"
799,"['Indian' 'Railways' 'are' 'the' 'cheapest' '.' '@sureshpprabhu' 'says'
 'no' 'passenger' 'fare' 'hike' '.' '#RailBudget2015' '@ibnlive']","['rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest'
 'en' 'en']","['B-ORGANISATION' 'I-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
800,"['Om' 'Ganganpatey' 'Namah' '_/\\_' 'Om' 'Namah' 'Shivay_/\\_' 'Har' 'Har'
 'Mahadev_/\\_' 'Happy' 'MahaShivratri' 'To' 'All' '.' 'Bless' 'Us' 'All'
 '!' 'http://t.co/Ny9d4X6o8U']","['en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'rest' 'en' 'en'
 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
801,['#IndvsSA' 'well' 'done' 'mohamed' 'shami' '.'],['rest' 'en' 'en' 'en' 'hi' 'rest'],['O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O']
802,"['@Gurmeetramrahim' 'Good' 'morning' 'pitaji' '.' 'Dhan' 'Dhan' 'Satguru'
 'Tera' 'hi' 'Aasra' 'Need' '#BlessingsOfMSG']",['en' 'en' 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O']
803,"['@ManishaFan' 'Happy' 'Mahashivratri' '..' 'manisha' 'ji' '..' 'Aapke'
 'zivan' 'me' 'khusiya' 'hi' 'khusiya' 'ho' '..']","['rest' 'en' 'rest' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest']",['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
804,"['@manojsirsa' '@ImRaina' 'abhi' 'usne' '50k' 'ke' 'UP' 'pension' 'ke'
 'liye' 'apply' 'kiya' 'hai' 'to' 'kuch' 'to' 'karna' 'padega' 'hi' 'na'
 '?']","['rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'hi' 'hi' 'en' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
805,"['@Stupendousaf' 'trust' 'issues' '?' 'Umar' 'dekho' 'or' 'trust' 'issues'
 'dekho' 'apne']",['en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'en' 'en' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
806,['Anuskha' '...' 'virat' 'ke' 'liye' 'lucky' 'nhi' 'h'],['hi' 'rest' 'rest' 'hi' 'hi' 'en' 'hi' 'hi'],['B-PERSON' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']
807,"['Profit' 'Booking' 'in' 'Titagarh' 'Wagons' ',' 'Texmaco' 'Rail' ','
 'Gateway' 'Distriparks' ',' 'Stone' 'India' ',' 'Kalindee' 'Rail'
 'Nirman' '#RailBudget2015']","['en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en'
 'rest' 'rest' 'rest' 'en' 'en' 'en']","['O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION' 'O' 'B-ORGANISATION'
 'I-ORGANISATION' 'O' 'B-ORGANISATION' 'I-ORGANISATION' 'O'
 'B-ORGANISATION' 'I-ORGANISATION' 'O' 'B-ORGANISATION' 'I-ORGANISATION'
 'I-ORGANISATION' 'O']"
808,"['RT' '@armaankohli' ':' 'Om' 'namoh' 'shiva' ',' 'Babaji' 'sab' 'Ke'
 'sath' 'mere' 'sath' 'thoda' 'zayada' ':-)' 'wishing' 'all' 'BAM' 'BHOLE'
 'NATH' ':-)' 'mahashivratri' 'ke' 'badhaiya' ':' '-']","['en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi'
 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O']"
809,"['RT' '@RajeevSrinivasa' ':' '""' '@AgentSaffron' ':' 'Nataraja' '-' 'Lord'
 'of' 'Dance' '.' 'Chola' 'era' 'bronze' '#MahaShivratri' '#'
 'http://t.co/RHO5eJlSXr' '""' 'poetry']","['en' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest'
 'hi' 'hi' 'en' 'rest' 'rest' 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
810,"['Dont' 'Forget' '..' 'All' 'becoz' 'of' ""Nehra's"" 'tips' 'to' 'Dhoni'
 'against' 'Bangladesh' 'is' 'the' 'main' 'reason' 'to' 'reach' 'the'
 'semi' 'final' '..' '#IndvsAus' '#WT20']","['en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'en' 'hi' 'hi' 'en' 'rest' 'hi'
 'hi' 'hi' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'B-PERSON' 'O' 'B-PLACE' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
811,"['Nishiddho' 'Premer' 'Golpo' '(' '2015' ')' 'Bangla' 'Movie' 'Trailer'
 'Video' 'Download' 'http://t.co/gQ5w9H5ok2']",['hi' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
812,"['@Gurmeetramrahim' 'wow' 'Papa' 'Ji' '.' 'Lovely' 'selfie' '.' 'Love' 'u'
 'sooooo' 'much' '.' 'Pls' 'rehmat' 'karo' 'movie' 'ke' 'msgs' 'max'
 'logon' 'tak' 'pahunche' '.' '#MustWatchMSG']","['en' 'en' 'en' 'hi' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest'
 'en' 'hi' 'hi' 'en' 'hi' 'en' 'en' 'hi' 'hi' 'hi' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
813,"['Happy' 'Mahashivratri' 'Status' 'For' 'Whatsapp' ':' 'Shiv' 'Ki'
 'Mahima' 'Aprampar' 'Shiv' 'Hai' 'Karte' 'Sabka' 'Uddhar' 'Kripa' 'Bhole'
 'Ki' 'Sa' '...' 'http://t.co/vv205SFeyR']","['en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O'
 'O' 'B-PERSON' 'O' 'O' 'O' 'O']"
814,['Happy' 'Mahashivratri' '.' 'Om' 'Namah' 'Sivaay' ':)'],['en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
815,"['Whataaay' 'ball' '!' 'Whataaaay' 'poor' 'shot' 'And' 'whataaaaay'
 'catch' '!' '#IndvsSA']",['hi' 'hi' 'rest' 'hi' 'en' 'en' 'en' 'hi' 'en' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
816,"['Y' 'Muslim' 'women' 'cant' 'marry' 'non' 'muslim' ',' 'while' 'Muslim'
 'men' 'can' '@itsSSR' '@ipathak25' '@Esha_Deol' '@anuragkashyap72'
 'https://t.co/riqyOtiiF4']","['en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en'
 'rest' 'rest' 'rest' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
817,"['MSD' '-' 'hum' 'semifinal' 'haar' 'gae' 'Alia' 'bhatt' '-' 'semifinal'
 'haar' 'gae' 'to' 'kya' 'final' 'jeet' 'lena' ':p']","['rest' 'rest' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'hi' 'hi' 'hi'
 'hi' 'en' 'hi' 'hi' 'rest']","['B-PERSON' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
818,"['RT' '@shindekar' ':' 'Shikher' 'well' 'played' '100' 'not' 'out' '..'
 'gabbar' 'abhi' 'thokho' '...' '#IndvsSA']","['en' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'hi' 'hi' 'hi'
 'rest' 'rest']",['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
819,"['Rukh' 'jao' 'jalandar' 'mat' 'bhulo' 'tum' 'mera' 'hi' 'ansh' 'ho'
 'ansh' 'nahi' 'aap' 'ka' 'vikalp' 'hain' 'jalandar' ""'"" 'wat' 'a'
 'dialogue' '@mohituraina' '#DevonKeDevMahadev']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en']","['O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O']"
820,"['@vichupedia' 'no' 'mamu' '.' 'Just' '1' 'ticket' '.' 'Rest' '2'
 'Chennai' 'expressle' 'poren' '@ImVeeDee' '@shikhakotak']","['rest' 'en' 'en' 'rest' 'en' 'rest' 'en' 'rest' 'en' 'rest' 'hi' 'en'
 'en' 'en' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O']
821,"['1800s' ':' 'A' 'scene' 'from' 'the' 'Thai' 'Ramayana' ',' 'Wat' 'Phra'
 'Kaew' 'Temple' ',' 'Bangkok' ',' 'Thailand' '.' '#HinduismAbroad'
 'https://t.co/abmPhSguCf']","['rest' 'rest' 'en' 'en' 'en' 'en' 'hi' 'rest' 'rest' 'en' 'hi' 'hi' 'en'
 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'I-PLACE' 'I-PLACE'
 'I-PLACE' 'O' 'B-PLACE' 'O' 'B-PLACE' 'O' 'O' 'O']"
822,"['RT' 'RareHistorical' ':' 'Lord' ""Shiva's"" 'Katasraj' 'Temple' 'in'
 'Chakwal' ',' 'Pakistan' '.' '#MahaShivratri' '#'
 'http://t.co/ypM90xdMN0']","['en' 'en' 'rest' 'en' 'rest' 'rest' 'en' 'en' 'hi' 'rest' 'rest' 'rest'
 'rest' 'rest' 'en']","['O' 'O' 'O' 'O' 'B-PERSON' 'B-PLACE' 'I-PLACE' 'O' 'B-PLACE' 'O'
 'B-PLACE' 'O' 'O' 'O' 'O']"
823,"['RT' '@MANISHAINSAN2' ':' '@Gurmeetramrahim' 'Yeaaaahhhh' 'Aap' 'aagye'
 '#MSGmissionHumanity']",['en' 'rest' 'rest' 'en' 'hi' 'hi' 'hi' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
824,"['RT' '@zoomphatak' ':' 'Shakira-' 'hello' '..' 'Subramanium' 'Swami'
 'hai' '?' 'Servant-' 'saab' 'Africa' 'gaye' 'hai' 'Shakira-' 'Swami' 'na'
 'mila' '..' 'e' 'e' 'e' '..' 'waka' 'waka' '..' 'e' 'e' 'e' '..' 'he'
 ""''''""]","['en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'rest' 'en' 'hi'
 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'en' 'en'
 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest']","['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O'
 'B-PLACE' 'O' 'O' 'B-PERSON' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
825,['@BeingSalmanKhan' 'tum' 'to' 'car' 'v' 'nae' 'chala' 'rahe' 'the'],['hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
826,"['@Naina67708743' '@TahirMe63178397' '@ManalKhan07' '@AnwerNaqvi' 'Please'
 'read' 'this' 'tweet' '..' 'Please' 'ayse' 'socha' 'krain' 'please']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'hi' 'hi' 'hi'
 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
827,"['RT' '@RpG_89' ':' '@TajinderBagga' 'Bagga' 'ji' 'AAP' 'speak' 'vicious'
 'rumours' 'regarding' 'Gurdwara' '.' 'Hope' 'BSKS' 'puts' 'posters' 'and'
 'exposes']","['en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'en' 'en' 'rest'
 'en' 'en' 'en' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O']"
828,"['""' '@Riteishd' ':' 'MahaShivratri' 'ki' 'Shubkaamnayien' '""' 'same' 'to'
 'you' 'sir' ',']",['rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
829,"['@DuttYogi' '@TheRahulMehra' '@ZeeNewsSports' 'Salman' 'ne' 'kai' 'baar'
 'kanoon' 'toda' 'hai' ',' 'sharab' 'peekar' 'logo' 'ki' 'hatya' 'ki'
 'hai' ',' '#SalmanForRio' '??']","['en' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
830,"['lets' 'hope' 'for' 'achhe' 'din' '#MumbaiLocal' '""' 'upar' 'ka' 'Prabhu'
 'Niche' 'ke' 'Prabhu' 'ko' 'Budi' 'de' '""' '#RailBudget2015'
 '@sardesairajdeep' 'http://t.co/YQugUCZyyW']","['en' 'en' 'en' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'B-PERSON' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
831,"['RT' '@Shahrcasm' ':' 'Manmohan' 'Singh' 'Opening' 'His' 'Mouth' 'Under'
 'BJP' 'Rule' '!!' 'Ache' 'Din' 'Aa' 'gaye' '!!' 'https://t.co/cIvC4Cjv6n']","['en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'hi'
 'hi' 'hi' 'hi' 'rest' 'en']","['O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
832,"['@mohituraina' 'MahaShivratri' 'ki' 'aapko' 'hardik' 'shubhkamnaye' '.'
 'Bhole' 'Nath' 'apki' 'hr' 'icha' 'puri' 'kre' '.' 'Aapko' 'bahut' 'miss'
 'krte' 'h' '#Mahadev' 'serial' 'ko' '.']","['rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest' 'hi' 'hi' 'en' 'hi' 'hi' 'rest' 'en' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
833,"['Their' 'crime' 'being' 'Hindu' 'in' 'Muslim' 'majority' 'country'
 '@aghoshal' '@CaptAbhimanyu' '@SaakshiSRawat' '@GargiRawat' '@Navi_Rawat'
 'https://t.co/CEUNzr3Jsm']",['en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'hi' 'rest' 'hi' 'hi' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
834,"['@sonaliranade' 'false' 'propaganda' 'by' 'Congress' 'traitors' '!'
 'Unethical' 'and' 'immoral']",['rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O']
835,"['@billimehoncutec' 'ohoo' 'yeha' 'tak' 'Nazer' 'Aye' 'rhy' 'ha' 'saray'
 'Brands']",['en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
