idx,words,ner
4046,"['توفي' 'إلى' 'رحمة' 'الله' 'الشهيد' 'مصطفى' 'أحمد' 'حسن' 'عن' 'عمر'
 'يناهز' '28' 'سنة' 'في' 'القصر' 'العيني' 'الفرنساوي' 'متأثرا' 'بإصابته'
 'بطلقة' 'في' 'المخ' 'يوم' 'جمعة' 'الغضب' '28' 'يناير']","['O' 'O' 'O' 'B-PER' 'O' 'B-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'I-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'B-EVENT' 'I-EVENT' 'O'
 'B-EVENT']"
4047,"['لماذا' 'لم' 'يبدو' 'على' 'المتهمين' 'اى' 'انفعال' 'فرحا' 'او' 'حزنا'
 'وهم' 'يستمعون' 'الى' 'الاحكام' 'ضدهم' '.' 'هل' 'كانوا' 'يعرفون'
 'بالحكام' 'مسبقا']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
4048,"['20' 'مليون' 'مواطن' 'تحت' 'خط' 'الفقر' 'و3' '.' '5' 'مليون' 'عاطل'
 'ورثناها' 'من' 'النظام' 'السابق' 'مقابل' '32' 'عائلة' 'كانت' 'تتحكم' 'في'
 'الاقتصاد' 'المصري' '#الرئيس']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
4049,"['شكرًا' 'للجمهور' 'الرائع' '.' 'اول' 'قناة' 'يوتيوب' 'في' 'الشرق'
 'الأوسط' 'تتعدى' 'اتنين' 'مليون' 'مشترك']",['O' 'O' 'O' 'O' 'O' 'O' 'B-PROD' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O']
4050,"['#شفيق' ':' 'عونا' 'نهدأ' 'وننتظر' 'اعلان' 'النتيجة' 'الرسمية' '.'
 'هدفنا' 'أن' 'نعبر' 'بمصر' 'هذه' 'المرحلة' 'الدقيقة' 'بكل' 'سلام']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O'
 'O']"
4051,"['استفتاء' 'مارس' '2011' 'ماكانش' 'فيه' 'تزوير' 'صريح' 'وعدى' 'بالتخويف'
 'والتكفير' 'ووهم' 'الإستقرار' 'لكنه' 'جاب' 'البلد' 'ورا' 'لأنه' 'بني'
 'على' 'باطل' 'وخداع' 'فقاد' 'إلى' 'باطل']","['B-EVENT' 'I-EVENT' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4052,"['الانسحاب' 'من' 'عضوية' 'التأسيسية' 'ومن' 'لجنتها' 'الاستشارية' 'موقف'
 'وطني' '،' 'التأسيسية' 'فاقدة' 'للشرعية' 'الأخلاقية' 'والقانونية'
 'والسياسية' '،' 'ومسودتها' 'للدستور' 'كارثية']","['O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-PROD' 'O']"
4053,"['بعض' 'الناس' 'تدفعهم' 'خصومتهم' 'للإخوان' 'الى' 'تجاهل' 'الحقيقة' '.لن'
 'تنجح' 'الثورة' 'اذا' 'لم' 'تقدم' 'نموذجا' 'أخلاقيا' '.أنا' 'من' 'اكبر'
 'معارضي' 'الاخوان' 'لكن' 'مرسي' 'هو' 'الفائز']","['O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-GROUP' 'O' 'B-PER' 'O' 'O']"
4054,"['مهما' 'زادت' 'المشاكل' 'وانقطع' 'النور' '..' 'تفضل' 'مصر' 'حلوة' 'و'
 'منورة' 'بأهلها' 'الطيبيين' 'أولاد' 'النكتة' 'الحلوة' 'و' 'الابتسامة'
 'الدافئة' '..' 'مبسوط' 'انى' 'راجع' 'ليها' 'من' 'أجازتى']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4055,['اخلاء' 'سبيل' 'هيثم' 'محمدين' 'بدون' 'كفالة' ':)'],['O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O']
4056,"['جون' 'ماكين' 'الصهيوني' 'اكبر' 'المدافعين' 'عن' 'اسرائيل' 'يهدد' 'مصر'
 'اذا' 'لم' 'يتم' 'الإفراج' 'عن' 'الشاطر' 'فورا' '.التفسير' 'الوحيد' 'ان'
 'حكم' 'الاخوان' 'يصب' 'في' 'مصلحة' 'اسرائيل']","['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'B-LOC']"
4057,"['#شفيق' ':' 'السياسة' 'الخارجةه' 'الفعالة' 'لمصر' 'لن' 'تقوم' 'الا'
 'ببناء' 'وطن' 'قوي' 'داخليا' '..' 'والرئيس' 'القادم' 'لابد' 'ان' 'يولي'
 'جهدا' 'أساسيا' 'للداخل' 'قبل' 'الخارج']","['O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4058,"['من' 'حقى' 'كمواطن' 'ان' 'اعرف' 'من' 'اين' 'يأتي' 'السلفيون' 'والإخوان'
 'بهذه' 'الملايين' 'التى' 'ينفقونها' 'في' 'الدعاية' 'وحشد' 'الناس' 'وشراء'
 'المقرات' '.' 'من' 'يمولهم' 'وماهي' 'الشروط']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'I-GROUP' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4059,"['الدولة' 'تخل' 'بوظيفتها' 'ولاتقوم' 'بدورها' 'حين' 'تتخلى' 'عن' 'حماية'
 'أى' 'فئه' 'من' 'المصريين' '،' 'وحين' 'تتراجع' 'أمام' 'أى' 'خطر' 'يهدد'
 'أى' 'مواطن' 'فى' 'أى' 'مكان']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4060,"['ثاني:' 'اللى' 'مش' 'متأكد' 'و' 'مش' 'متفائل' '..' 'أنا' 'بقوله' 'مصر'
 'راجعه' 'بقوة' 'بشعبها' 'الجميل' 'الخلاق' ',' 'محتاج' 'بس' 'الالتزام'
 'بالنظام' 'و' 'حسم' 'قوة' 'فى' 'الإدارة' 'ثقوا' 'فى' 'كلامى' '!']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4061,"['نرحب' 'بقرارحل' 'اتحادالعمال' 'الذى' 'أعاد' 'للأحكام' 'القضائية'
 'احترامها' 'ونتطلع' 'لاصدارقانون' 'النقابات' 'المستقلة' 'تدعيما' 'لبناء'
 'المجتمع' 'الديمقراطى' 'الذى' 'ننشده']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4062,"['#شفيق:' 'يريدون' 'التكويش' 'علي' 'مجلسي' 'الشعب' 'والشوري' '،'
 'والمجالس' 'المحلية' '،' 'والنقابات' '.' 'يسعون' 'الي' 'اختراق' 'بقية'
 'مؤسسات' 'الدولة' '،' 'ويحولونها' 'الي' 'دولة' 'اخوانية']","['O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4063,"['جريمة' 'الإخوان' 'الحقيقية' 'إنهم' 'رجعوا' 'صوت' 'بعض' 'العبيد' 'يعلا'
 'كأن' 'العبودية' 'هي' 'الحل' '.' 'لكن' 'مصر' 'دلوقتي' 'فيها' 'جيل' 'حر'
 'هيرفض' 'إنه' 'يبقى' 'عبد' 'للأشخاص' 'والأفكار']","['O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4064,"['#شفيق' ':' 'أتعهد' 'بحسم' 'الجدل' 'العلمي' 'حول' 'مشروع' 'ممر' 'التنمية'
 'وأطرح' 'البدء' 'ببناء' 'الطريق' 'الممتد' 'من' 'الاسكندرية' 'الي' 'اسوان'
 'في' 'المنطقة' 'المقترحة' 'للمشروع']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC'
 'O' 'B-LOC' 'O' 'O' 'O' 'O']"
4065,"['إلى' 'أخواتنا' 'فى' 'رابعة' 'العدوية' '..' 'نحن' 'مع' 'الإسلام' 'و'
 'المسلمين' '.' '.نحن' 'أخوة' 'فى' 'الوطن' '..' 'نريد' 'حكم' 'عادل' 'يدين'
 'بالولاء' 'للوطن' '..' 'لا' 'للإخوان' '..']","['O' 'O' 'O' 'B-LOC' 'B-EVENT' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O']"
4066,"['معنى' 'الإعلان' 'الدستوري' 'المكمل' 'هو' '1)' 'مجلس' 'أعلى' 'للقوات'
 'المسلحة' 'أصبح' 'دولة' 'فوق' 'الدولة' 'بصلاحيات' 'تشريعية' 'وتنفيذية'
 'واسعة']","['O' 'B-PROD' 'I-PROD' 'I-PROD' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
4067,"['@iMozdava' '@ahmedhamdi7' 'تلاقيهم' 'اجندات' 'اجنبية' 'او' 'مدينية'
 'عاشوا' 'فى' 'المدن' 'اجيال' 'متعاقبة' 'وميعرفوش' 'محشى' 'الكرات' 'ومحشى'
 'الكبر' 'ومحشى' 'اللفت' 'ومحشى' 'الشبت']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
4068,"['ومضمونها' 'أن' 'المتصل' 'هو' '(عديله' ')' 'واسمه' '(أمير' ')' 'ويعمل'
 'مدير' 'مكتب' 'الاتصال' 'السياسي' 'بمجلس' 'الوزراء' '7']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'I-LOC'
 'I-LOC' 'I-LOC' 'O']"
4069,"['نقض' 'العهود' 'سمة' 'الصهاينة' 'التي' 'لن' 'تتغير' ':' '(' 'أو' 'كلما'
 'عاهدوا' 'عهدا' 'نبذه' 'فريق' 'منهم' 'بل' 'أكثرهم' 'لا' 'يؤمنون' ')']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
4070,"['9)' 'لن' 'أساوم' 'على' 'مبادئ' 'الديمقراطية' 'والمدنية' 'أبدا' '،' 'لا'
 'خوفا' 'من' 'الإخوان' 'ولا' 'لحسابات' 'انتخابية' '.' 'فالوطن' 'أهم'
 'والمصلحة' 'الوطنية' 'أبقى']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
4071,['مش' 'هبطل' 'اقولها' '...' 'ماتفرحوش' 'بالدم' '..' '#يا_رب_ارحم'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4072,"['مهم' 'للناس' 'اللي' 'في' 'التحرير' 'دلوقتي' ':' 'مستشفى' 'القصر'
 'العيني' 'القديم' 'بتستقبل' 'أي' 'حد' 'مصاب' 'في' 'عينيه' 'وفيه' 'دكاترة'
 'موجودين']","['O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'B-LOC' 'I-LOC' 'I-LOC' 'I-LOC' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4073,"['لا' 'علاقة' 'للقضاء' 'بالسياسة' 'وهم' 'منزهين' 'عن' 'اى' 'نوع' 'من'
 'أنواع' 'الخلاف' 'السياسي' 'لأن' 'القاضي' 'حكم' 'وقدسية' 'الحكم' 'مهمة'
 'جدا' '#الرئيس']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
4074,"['#شفيق' 'الاستثمارات' 'الأجنبية' 'يمكن' 'أن' 'تعود' 'في' 'سنة' 'واحدة'
 'أول' 'ما' 'تستقر' 'حالة' 'الأمن' '؛' 'فلا' 'يوجد' 'أفضل' 'من' 'مصر']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-LOC']"
4075,"['بدلا' 'من' 'أن' 'يقضي' 'وقته' 'في' 'مواجهة' 'مشكلات' 'البلد' 'من'
 'ارتفاع' 'الأسعار' 'والبطالة' '،' 'فانه' 'يستثمر' 'الوقت' 'في' 'تدبير'
 'المؤامرات' 'والانقلابات' 'تحت' 'الغطاء' 'القانوني']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
4076,"['وفي' 'ألمانيا' '،' 'مرر' 'البرلمان' 'في' '2009' 'تشريعا' 'يحظر'
 'المواقع']",['O' 'B-LOC' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O']
4077,"['رئيس' '#اللجنة_العليا_للانتخابات' ':' 'سوف' 'تتيح' 'اللجنة' 'محضر'
 'أعمالها' 'على' 'موقعها' 'الإلكتروني' 'للاطلاع' 'عليه']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4078,"['أول' 'مرة' 'آخد' 'بالي' 'ان' 'عمروموسي' 'كان' 'معارضا' 'صلبا' 'وان'
 'عبد' 'المنعم' 'ابوالفتوح' 'لم' 'يكن' 'كذلك' '!' 'أمال' 'كان' 'إيه' '؟'
 'كان' 'حزب' 'وطني' 'مثلا' '؟' 'ولاكان' 'وزيرفي' 'حكومة' 'مبارك' '؟']","['O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O']"
4079,"['الثامنة' 'والنصف' 'ان' 'شاء' 'الله' 'حلقتي' 'الأسبوعية' 'من' 'على'
 'مسؤوليتي' 'الجزيرة' 'مباشر']","['O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'B-TITLE' 'I-TITLE' 'I-TITLE'
 'I-TITLE']"
4080,"['لا' 'توجد' 'ديمقراطية' 'في' 'العالم' 'تسمح' 'بترشيح' 'شخص' 'معزول'
 'بقانون' 'وعليه' '٣٥' 'بلاغ' 'فساد' 'لم' 'يحقق' 'فيهم' 'مع' 'تجاهل'
 'طعون' 'تزوير' 'عديدة' '.' 'هذه' 'مسرحية' 'سخيفة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4081,"['لو' 'مش' 'هنعرف' 'دلوقتي' 'ننتصر' 'لاحلام' 'الشهداء' 'على' 'الأقل' 'مش'
 'هنسيبكو' 'تتهنوا' 'بتزييف' 'الحقيقة']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4082,"['اعلن' 'تضامنى' 'مع' 'زملائى' 'الصحفيين' 'ضد' 'قرار' 'مجلس' 'الشورى'
 'بخصوص' 'مؤسسات' 'الصحافة' 'القومية' '،' 'وادعو' 'لتأجيل' 'القرار' 'حتى'
 'يحدد' 'الدستور' 'وضع' 'مجلس' 'الشورى' '(١' '-' '٢' ')']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-PROD' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O']"
4083,"['في' 'الطريق' 'إلى' 'الرياض' 'حيث' 'أحل' 'ضيفا' 'على' 'برنامج' 'لقاء'
 'الجمعة' '/' 'قناة' 'الرسالة' 'غدا' 'بإذن' 'الله']","['O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'B-TITLE' 'I-TITLE' 'I-TITLE' 'O'
 'B-TITLE' 'I-TITLE' 'O' 'O' 'B-PER']"
4084,"['سياسة' 'بائسة' 'تضيع' 'مصر' '،' 'رئيس' 'لا' 'يعترف' 'بالأخطاء' 'ولا'
 'يتحمل' 'مسئولية' 'الدماء' 'والفوضى' '،' 'الحوار' 'دون' 'قبول' 'الرئيس'
 'لتعديل' 'الدستور' 'وحكومة' 'الإنقاذ' 'بلا' 'جدوى']","['O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PER' 'O' 'B-PROD' 'B-GROUP' 'I-GROUP' 'O' 'O']"
4085,"['الجزار' 'الفاشل' 'يحضر' 'الآن' 'سكينه' 'لكي' 'يذبح' 'بعض' 'كباش'
 'الفداء' 'قبل' 'أن' 'يكتشف' 'أن' 'المشكلة' 'أعمق' 'من' 'فشل' 'الأشخاص'
 'فهي' 'مشكلة' 'فشل' 'سياسات']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
4086,"['احنا' 'في' 'كورس' 'سياسي' 'مكثف' 'طول' 'السنة' 'ونص' 'اللي' 'فاتوا'
 'بنتعلم' 'حاجات' 'متعلمنهاش' 'من' 'ساعة' 'ما' 'اتولد' 'أغلبنا' '..'
 'الزمن' 'مش' 'هيرجع' 'تاني' 'لورا' '..' 'تفاءلوا']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4087,"['وضعت' 'ثورة' '٢٥' 'يناير' 'مصر' 'في' 'معية' 'مسارين' 'لإسقاط' 'نظام'
 'الاستبداد' 'والتأسيس' 'لدولة' 'حديثة' 'تحقق' 'الديمقراطية' 'والعدالة'
 'الاجتماعية' '،']","['O' 'B-EVENT' 'I-EVENT' 'I-EVENT' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
4088,"['بدأت' 'اليوم' 'أتماثل' 'للشفاء' 'بعد' 'ثلاثة' 'أيام' 'من' 'الحمى'
 'الشرسة' 'ودرجة' 'حرارة' 'بين' '40' 'و39' 'إدعوا' 'لي' 'ياشباب' 'إن'
 'حالتي' 'ماتتدهورش' 'تاني' '.' 'شكرا' 'جزيلا' 'مقدما']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4089,"['من' 'يريد' 'الفلول' 'في' 'البرلمان' 'ليمنع' 'الإسلاميين' 'من' 'الأغلبية'
 '.' 'منافق' 'وبعيد' 'عن' 'الديمقراطية' 'التى' 'تجبرنا' 'على' 'احترام'
 'ارادة' 'الشعب' 'مهما' 'اختلفنا' 'معها']","['O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
4090,"['بعد' 'ماقلتوا' 'على' 'ست' 'البنات' 'إيه' 'اللي' 'وداها' 'هناك' 'ولابسة'
 'عباية' 'بكباسين' 'كان' 'عندكو' 'فرصة' 'تتعالجوا' 'من' 'التعريص' 'طيب'
 'طالما' 'مصممين' 'عليه' 'طلعوا' 'له' 'رخصة']","['O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4091,"['عمري' 'مافهمت' 'منطق' 'عدم' 'تهنئة' 'اتباع' 'دين' 'مغاير' 'بميلاد'
 'الرمز' '-' 'الرسول' '..' 'اللي' 'انت' 'شخصيا' 'مؤمن' 'به' '...' 'انا'
 'بحاول' 'افهم' 'المنطق' 'فعلا' '!!']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4092,"['ليس' 'عيبا' 'أن' 'تكون' 'أقلية' 'برلمانية' 'ولكن' 'العيب' 'هو' 'أن'
 'تساوم' 'على' 'مبادئك' 'و' 'قناعاتك' 'ومشروعك' 'السياسي' '.' 'عندها'
 'ستفقد' 'كل' 'مصداقية' 'أمام' 'ناخبيك' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4093,"['تاريخ' 'بيع' 'الإسلاميين' 'لبعضهم' 'وصراعهم' 'على' 'السلطة' 'أطول' 'من'
 'أن' 'يروى' 'في' 'تويتات' '.' 'إقرأوا' 'التاريخ' '.' 'ممارسة' 'السياسة'
 'ستضعهم' 'في' 'حجمهم' 'الطبيعي' '.' 'الصبر' 'طيب']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4094,"['2)' 'يبين' 'للرأي' 'العام' 'أن' 'رفض' 'المشاركة' 'في' 'عملية' 'سياسية'
 '(انتخابات' 'وبرلمان' ')' 'قواعدها' 'غير' 'عادلة' 'هو' 'قرار' 'اضطراري'
 'يبتغي' 'صالح' 'الوطن' 'بتغيير' 'هذه' 'القواعد']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4095,['يا' 'رب'],['O' 'B-PER']
4096,"['وهذا' '""الواحد' '""' 'أيضاًهو' 'الوحيد' 'الذى' 'ذهب' 'فى' 'حماية'
 'الشرطة' 'العسكرية' 'والحرس' 'الجمهورى' '!']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'I-GROUP' 'I-GROUP'
 'I-GROUP' 'O']"
4097,"['محتاجين' 'جزء' 'من' 'الجهود' 'المبذولة' 'لقضية' 'العدالة' 'الاجتماعية'
 'يروح' 'ناحية' 'ضبط' 'الأسعار' '،' 'قضية' 'زي' 'مخابز' 'الدقيق' 'المدعّم'
 'واضحة' 'والشغل' 'فيها' 'مفعوله' 'سريع']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
4098,"['إثبات' 'تصويت' 'افراد' 'الأمن' 'لشفيق' 'معركة' 'لا' 'تقل' 'اهمية' 'عن'
 'معركة' 'إسقاط' 'شفيق' 'في' 'الإعادة' '.' 'واجب' 'المحامين' 'الثوريين'
 'ان' 'يقدموا' 'الأدلة' 'الراى' 'العام' 'فورا']","['O' 'O' 'O' 'B-ORG' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4099,"['السيد' 'روحاني' ':' 'تخلي' 'بلادك' 'عن' 'دعم' 'نظام' 'بشار' 'هو'
 'الاختبار' 'الأول' 'لسياساتك' 'ما' 'إذا' 'كانت' 'حقا' 'إصلاحية' 'أو' 'هي'
 'فقط' 'امتداد' 'لسياسة' 'من' 'سبقك' '.']","['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4100,"['إن' 'منظومة' 'علاقتنا' 'الدولية' 'التي' 'نبنيها' 'علي' 'التوازن' 'في'
 'العلاقات' 'بين' 'مختلف' 'القوي' 'في' 'العالم' 'تقوم' 'علي' 'الاحترام'
 'المتبادل' 'وتحقيق' 'المصالح' 'المشتركة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
4101,"['رحم' 'الله' 'شهيد' 'المنصورة' 'الذي' 'توفي' 'بالأمس' 'في' 'المظاهرة'
 'المؤيدة' 'للرئيس' '،' 'وأرجو' 'أن' 'ينال' 'القاتل' 'عقابه' '.' '(١' ')']","['O' 'B-PER' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
4102,"['أسأل' 'الشعب' 'القطري' 'الشقيق' ':' '""' 'هل' 'يرضيكم' 'ما' 'تفعله'
 'قناة' 'الجزيرة' 'مباشر' 'مصر' '؟' '""']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-TITLE' 'I-TITLE' 'I-TITLE'
 'I-TITLE' 'O' 'O']"
4103,"['الشيخ' 'حسان' 'يؤكد' 'ان' 'مرسي' 'يمتلك' 'شرعية' 'قرانية' 'وشرعية'
 'نبوية' '.' 'الى' 'متى' 'هذه' 'التجارة' 'بالدين' '.بالمناسبة' 'اين'
 'أموال' 'التبرعات' 'التى' 'جمعها' 'الشيخ' 'حسان']","['O' 'B-PER' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER']"
